sample_dir,file_path,cwe_id,flaw_cwe,flaw_line,flaw_line_content,flaw_line_type
testcases/testcase-1657,testcases/testcase-1657/src/main/java/testcases/CWE129_Improper_Validation_of_Array_Index/s01/CWE129_Improper_Validation_of_Array_Index__console_readLine_array_read_no_check_12.java,129,CWE-129: Improper Validation of Array Index,105,IO.writeLine(array[data]);,SINK
testcases/testcase-1658,testcases/testcase-1658/src/main/java/testcases/CWE129_Improper_Validation_of_Array_Index/s01/CWE129_Improper_Validation_of_Array_Index__console_readLine_array_read_no_check_13.java,129,CWE-129: Improper Validation of Array Index,46,String stringNumber = readerBuffered.readLine();,SOURCE
testcases/testcase-1658,testcases/testcase-1658/src/main/java/testcases/CWE129_Improper_Validation_of_Array_Index/s01/CWE129_Improper_Validation_of_Array_Index__console_readLine_array_read_no_check_13.java,129,CWE-129: Improper Validation of Array Index,104,IO.writeLine(array[data]);,SINK
testcases/testcase-1659,testcases/testcase-1659/src/main/java/testcases/CWE129_Improper_Validation_of_Array_Index/s01/CWE129_Improper_Validation_of_Array_Index__console_readLine_array_read_no_check_14.java,129,CWE-129: Improper Validation of Array Index,46,String stringNumber = readerBuffered.readLine();,SOURCE
testcases/testcase-1659,testcases/testcase-1659/src/main/java/testcases/CWE129_Improper_Validation_of_Array_Index/s01/CWE129_Improper_Validation_of_Array_Index__console_readLine_array_read_no_check_14.java,129,CWE-129: Improper Validation of Array Index,104,IO.writeLine(array[data]);,SINK
testcases/testcase-1660,testcases/testcase-1660/src/main/java/testcases/CWE129_Improper_Validation_of_Array_Index/s01/CWE129_Improper_Validation_of_Array_Index__console_readLine_array_read_no_check_15.java,129,CWE-129: Improper Validation of Array Index,48,String stringNumber = readerBuffered.readLine();,SOURCE
testcases/testcase-1660,testcases/testcase-1660/src/main/java/testcases/CWE129_Improper_Validation_of_Array_Index/s01/CWE129_Improper_Validation_of_Array_Index__console_readLine_array_read_no_check_15.java,129,CWE-129: Improper Validation of Array Index,107,IO.writeLine(array[data]);,SINK
testcases/testcase-1661,testcases/testcase-1661/src/main/java/testcases/CWE129_Improper_Validation_of_Array_Index/s01/CWE129_Improper_Validation_of_Array_Index__console_readLine_array_read_no_check_16.java,129,CWE-129: Improper Validation of Array Index,47,String stringNumber = readerBuffered.readLine();,SOURCE
testcases/testcase-1661,testcases/testcase-1661/src/main/java/testcases/CWE129_Improper_Validation_of_Array_Index/s01/CWE129_Improper_Validation_of_Array_Index__console_readLine_array_read_no_check_16.java,129,CWE-129: Improper Validation of Array Index,100,IO.writeLine(array[data]);,SINK
testcases/testcase-1662,testcases/testcase-1662/src/main/java/testcases/CWE129_Improper_Validation_of_Array_Index/s01/CWE129_Improper_Validation_of_Array_Index__console_readLine_array_read_no_check_17.java,129,CWE-129: Improper Validation of Array Index,53,String stringNumber = readerBuffered.readLine();,SOURCE
testcases/testcase-1662,testcases/testcase-1662/src/main/java/testcases/CWE129_Improper_Validation_of_Array_Index/s01/CWE129_Improper_Validation_of_Array_Index__console_readLine_array_read_no_check_17.java,129,CWE-129: Improper Validation of Array Index,104,IO.writeLine(array[data]);,SINK
testcases/testcase-1665,testcases/testcase-1665/src/main/java/testcases/CWE129_Improper_Validation_of_Array_Index/s01/CWE129_Improper_Validation_of_Array_Index__console_readLine_array_read_no_check_31.java,129,CWE-129: Improper Validation of Array Index,50,String stringNumber = readerBuffered.readLine();,SOURCE
testcases/testcase-1665,testcases/testcase-1665/src/main/java/testcases/CWE129_Improper_Validation_of_Array_Index/s01/CWE129_Improper_Validation_of_Array_Index__console_readLine_array_read_no_check_31.java,129,CWE-129: Improper Validation of Array Index,105,IO.writeLine(array[data]);,SINK
testcases/testcase-1831,testcases/testcase-1831/src/main/java/testcases/CWE129_Improper_Validation_of_Array_Index/s01/CWE129_Improper_Validation_of_Array_Index__database_array_read_no_check_01.java,129,CWE-129: Improper Validation of Array Index,54,String stringNumber = resultSet.getString(1);,SOURCE
testcases/testcase-1831,testcases/testcase-1831/src/main/java/testcases/CWE129_Improper_Validation_of_Array_Index/s01/CWE129_Improper_Validation_of_Array_Index__database_array_read_no_check_01.java,129,CWE-129: Improper Validation of Array Index,116,IO.writeLine(array[data]);,SINK
testcases/testcase-1832,testcases/testcase-1832/src/main/java/testcases/CWE129_Improper_Validation_of_Array_Index/s01/CWE129_Improper_Validation_of_Array_Index__database_array_read_no_check_02.java,129,CWE-129: Improper Validation of Array Index,51,String stringNumber = resultSet.getString(1);,SOURCE
testcases/testcase-1832,testcases/testcase-1832/src/main/java/testcases/CWE129_Improper_Validation_of_Array_Index/s01/CWE129_Improper_Validation_of_Array_Index__database_array_read_no_check_02.java,129,CWE-129: Improper Validation of Array Index,121,IO.writeLine(array[data]);,SINK
testcases/testcase-1833,testcases/testcase-1833/src/main/java/testcases/CWE129_Improper_Validation_of_Array_Index/s01/CWE129_Improper_Validation_of_Array_Index__database_array_read_no_check_03.java,129,CWE-129: Improper Validation of Array Index,51,String stringNumber = resultSet.getString(1);,SOURCE
testcases/testcase-1833,testcases/testcase-1833/src/main/java/testcases/CWE129_Improper_Validation_of_Array_Index/s01/CWE129_Improper_Validation_of_Array_Index__database_array_read_no_check_03.java,129,CWE-129: Improper Validation of Array Index,121,IO.writeLine(array[data]);,SINK
testcases/testcase-1834,testcases/testcase-1834/src/main/java/testcases/CWE129_Improper_Validation_of_Array_Index/s01/CWE129_Improper_Validation_of_Array_Index__database_array_read_no_check_04.java,129,CWE-129: Improper Validation of Array Index,58,String stringNumber = resultSet.getString(1);,SOURCE
testcases/testcase-1834,testcases/testcase-1834/src/main/java/testcases/CWE129_Improper_Validation_of_Array_Index/s01/CWE129_Improper_Validation_of_Array_Index__database_array_read_no_check_04.java,129,CWE-129: Improper Validation of Array Index,128,IO.writeLine(array[data]);,SINK
testcases/testcase-1835,testcases/testcase-1835/src/main/java/testcases/CWE129_Improper_Validation_of_Array_Index/s01/CWE129_Improper_Validation_of_Array_Index__database_array_read_no_check_05.java,129,CWE-129: Improper Validation of Array Index,58,String stringNumber = resultSet.getString(1);,SOURCE
testcases/testcase-1835,testcases/testcase-1835/src/main/java/testcases/CWE129_Improper_Validation_of_Array_Index/s01/CWE129_Improper_Validation_of_Array_Index__database_array_read_no_check_05.java,129,CWE-129: Improper Validation of Array Index,128,IO.writeLine(array[data]);,SINK
testcases/testcase-1836,testcases/testcase-1836/src/main/java/testcases/CWE129_Improper_Validation_of_Array_Index/s01/CWE129_Improper_Validation_of_Array_Index__database_array_read_no_check_06.java,129,CWE-129: Improper Validation of Array Index,56,String stringNumber = resultSet.getString(1);,SOURCE
testcases/testcase-1836,testcases/testcase-1836/src/main/java/testcases/CWE129_Improper_Validation_of_Array_Index/s01/CWE129_Improper_Validation_of_Array_Index__database_array_read_no_check_06.java,129,CWE-129: Improper Validation of Array Index,126,IO.writeLine(array[data]);,SINK
testcases/testcase-1837,testcases/testcase-1837/src/main/java/testcases/CWE129_Improper_Validation_of_Array_Index/s01/CWE129_Improper_Validation_of_Array_Index__database_array_read_no_check_07.java,129,CWE-129: Improper Validation of Array Index,126,IO.writeLine(array[data]);,SINK
testcases/testcase-1837,testcases/testcase-1837/src/main/java/testcases/CWE129_Improper_Validation_of_Array_Index/s01/CWE129_Improper_Validation_of_Array_Index__database_array_read_no_check_07.java,129,CWE-129: Improper Validation of Array Index,56,String stringNumber = resultSet.getString(1);,SOURCE
testcases/testcase-1838,testcases/testcase-1838/src/main/java/testcases/CWE129_Improper_Validation_of_Array_Index/s01/CWE129_Improper_Validation_of_Array_Index__database_array_read_no_check_08.java,129,CWE-129: Improper Validation of Array Index,64,String stringNumber = resultSet.getString(1);,SOURCE
testcases/testcase-1838,testcases/testcase-1838/src/main/java/testcases/CWE129_Improper_Validation_of_Array_Index/s01/CWE129_Improper_Validation_of_Array_Index__database_array_read_no_check_08.java,129,CWE-129: Improper Validation of Array Index,134,IO.writeLine(array[data]);,SINK
testcases/testcase-1839,testcases/testcase-1839/src/main/java/testcases/CWE129_Improper_Validation_of_Array_Index/s01/CWE129_Improper_Validation_of_Array_Index__database_array_read_no_check_09.java,129,CWE-129: Improper Validation of Array Index,51,String stringNumber = resultSet.getString(1);,SOURCE
testcases/testcase-1839,testcases/testcase-1839/src/main/java/testcases/CWE129_Improper_Validation_of_Array_Index/s01/CWE129_Improper_Validation_of_Array_Index__database_array_read_no_check_09.java,129,CWE-129: Improper Validation of Array Index,121,IO.writeLine(array[data]);,SINK
testcases/testcase-1840,testcases/testcase-1840/src/main/java/testcases/CWE129_Improper_Validation_of_Array_Index/s01/CWE129_Improper_Validation_of_Array_Index__database_array_read_no_check_10.java,129,CWE-129: Improper Validation of Array Index,121,IO.writeLine(array[data]);,SINK
testcases/testcase-1840,testcases/testcase-1840/src/main/java/testcases/CWE129_Improper_Validation_of_Array_Index/s01/CWE129_Improper_Validation_of_Array_Index__database_array_read_no_check_10.java,129,CWE-129: Improper Validation of Array Index,51,String stringNumber = resultSet.getString(1);,SOURCE
testcases/testcase-1841,testcases/testcase-1841/src/main/java/testcases/CWE129_Improper_Validation_of_Array_Index/s01/CWE129_Improper_Validation_of_Array_Index__database_array_read_no_check_11.java,129,CWE-129: Improper Validation of Array Index,51,String stringNumber = resultSet.getString(1);,SOURCE
testcases/testcase-1841,testcases/testcase-1841/src/main/java/testcases/CWE129_Improper_Validation_of_Array_Index/s01/CWE129_Improper_Validation_of_Array_Index__database_array_read_no_check_11.java,129,CWE-129: Improper Validation of Array Index,121,IO.writeLine(array[data]);,SINK
testcases/testcase-1842,testcases/testcase-1842/src/main/java/testcases/CWE129_Improper_Validation_of_Array_Index/s01/CWE129_Improper_Validation_of_Array_Index__database_array_read_no_check_12.java,129,CWE-129: Improper Validation of Array Index,122,IO.writeLine(array[data]);,SINK
testcases/testcase-1842,testcases/testcase-1842/src/main/java/testcases/CWE129_Improper_Validation_of_Array_Index/s01/CWE129_Improper_Validation_of_Array_Index__database_array_read_no_check_12.java,129,CWE-129: Improper Validation of Array Index,51,String stringNumber = resultSet.getString(1);,SOURCE
testcases/testcase-1843,testcases/testcase-1843/src/main/java/testcases/CWE129_Improper_Validation_of_Array_Index/s01/CWE129_Improper_Validation_of_Array_Index__database_array_read_no_check_13.java,129,CWE-129: Improper Validation of Array Index,51,String stringNumber = resultSet.getString(1);,SOURCE
testcases/testcase-1843,testcases/testcase-1843/src/main/java/testcases/CWE129_Improper_Validation_of_Array_Index/s01/CWE129_Improper_Validation_of_Array_Index__database_array_read_no_check_13.java,129,CWE-129: Improper Validation of Array Index,121,IO.writeLine(array[data]);,SINK
testcases/testcase-1844,testcases/testcase-1844/src/main/java/testcases/CWE129_Improper_Validation_of_Array_Index/s01/CWE129_Improper_Validation_of_Array_Index__database_array_read_no_check_14.java,129,CWE-129: Improper Validation of Array Index,121,IO.writeLine(array[data]);,SINK
testcases/testcase-1844,testcases/testcase-1844/src/main/java/testcases/CWE129_Improper_Validation_of_Array_Index/s01/CWE129_Improper_Validation_of_Array_Index__database_array_read_no_check_14.java,129,CWE-129: Improper Validation of Array Index,51,String stringNumber = resultSet.getString(1);,SOURCE
testcases/testcase-1845,testcases/testcase-1845/src/main/java/testcases/CWE129_Improper_Validation_of_Array_Index/s01/CWE129_Improper_Validation_of_Array_Index__database_array_read_no_check_15.java,129,CWE-129: Improper Validation of Array Index,124,IO.writeLine(array[data]);,SINK
testcases/testcase-1845,testcases/testcase-1845/src/main/java/testcases/CWE129_Improper_Validation_of_Array_Index/s01/CWE129_Improper_Validation_of_Array_Index__database_array_read_no_check_15.java,129,CWE-129: Improper Validation of Array Index,53,String stringNumber = resultSet.getString(1);,SOURCE
testcases/testcase-1846,testcases/testcase-1846/src/main/java/testcases/CWE129_Improper_Validation_of_Array_Index/s01/CWE129_Improper_Validation_of_Array_Index__database_array_read_no_check_16.java,129,CWE-129: Improper Validation of Array Index,52,String stringNumber = resultSet.getString(1);,SOURCE
testcases/testcase-1846,testcases/testcase-1846/src/main/java/testcases/CWE129_Improper_Validation_of_Array_Index/s01/CWE129_Improper_Validation_of_Array_Index__database_array_read_no_check_16.java,129,CWE-129: Improper Validation of Array Index,117,IO.writeLine(array[data]);,SINK
testcases/testcase-1847,testcases/testcase-1847/src/main/java/testcases/CWE129_Improper_Validation_of_Array_Index/s01/CWE129_Improper_Validation_of_Array_Index__database_array_read_no_check_17.java,129,CWE-129: Improper Validation of Array Index,59,String stringNumber = resultSet.getString(1);,SOURCE
testcases/testcase-1847,testcases/testcase-1847/src/main/java/testcases/CWE129_Improper_Validation_of_Array_Index/s01/CWE129_Improper_Validation_of_Array_Index__database_array_read_no_check_17.java,129,CWE-129: Improper Validation of Array Index,122,IO.writeLine(array[data]);,SINK
testcases/testcase-1850,testcases/testcase-1850/src/main/java/testcases/CWE129_Improper_Validation_of_Array_Index/s01/CWE129_Improper_Validation_of_Array_Index__database_array_read_no_check_31.java,129,CWE-129: Improper Validation of Array Index,56,String stringNumber = resultSet.getString(1);,SOURCE
testcases/testcase-1850,testcases/testcase-1850/src/main/java/testcases/CWE129_Improper_Validation_of_Array_Index/s01/CWE129_Improper_Validation_of_Array_Index__database_array_read_no_check_31.java,129,CWE-129: Improper Validation of Array Index,123,IO.writeLine(array[data]);,SINK
testcases/testcase-2164,testcases/testcase-2164/src/main/java/testcases/CWE129_Improper_Validation_of_Array_Index/s02/CWE129_Improper_Validation_of_Array_Index__File_array_read_no_check_01.java,129,CWE-129: Improper Validation of Array Index,55,String stringNumber = readerBuffered.readLine();,SOURCE
testcases/testcase-2164,testcases/testcase-2164/src/main/java/testcases/CWE129_Improper_Validation_of_Array_Index/s02/CWE129_Improper_Validation_of_Array_Index__File_array_read_no_check_01.java,129,CWE-129: Improper Validation of Array Index,117,IO.writeLine(array[data]);,SINK
testcases/testcase-2165,testcases/testcase-2165/src/main/java/testcases/CWE129_Improper_Validation_of_Array_Index/s02/CWE129_Improper_Validation_of_Array_Index__File_array_read_no_check_02.java,129,CWE-129: Improper Validation of Array Index,53,String stringNumber = readerBuffered.readLine();,SOURCE
testcases/testcase-2165,testcases/testcase-2165/src/main/java/testcases/CWE129_Improper_Validation_of_Array_Index/s02/CWE129_Improper_Validation_of_Array_Index__File_array_read_no_check_02.java,129,CWE-129: Improper Validation of Array Index,123,IO.writeLine(array[data]);,SINK
testcases/testcase-2166,testcases/testcase-2166/src/main/java/testcases/CWE129_Improper_Validation_of_Array_Index/s02/CWE129_Improper_Validation_of_Array_Index__File_array_read_no_check_03.java,129,CWE-129: Improper Validation of Array Index,53,String stringNumber = readerBuffered.readLine();,SOURCE
testcases/testcase-2166,testcases/testcase-2166/src/main/java/testcases/CWE129_Improper_Validation_of_Array_Index/s02/CWE129_Improper_Validation_of_Array_Index__File_array_read_no_check_03.java,129,CWE-129: Improper Validation of Array Index,123,IO.writeLine(array[data]);,SINK
testcases/testcase-2167,testcases/testcase-2167/src/main/java/testcases/CWE129_Improper_Validation_of_Array_Index/s02/CWE129_Improper_Validation_of_Array_Index__File_array_read_no_check_04.java,129,CWE-129: Improper Validation of Array Index,130,IO.writeLine(array[data]);,SINK
testcases/testcase-2167,testcases/testcase-2167/src/main/java/testcases/CWE129_Improper_Validation_of_Array_Index/s02/CWE129_Improper_Validation_of_Array_Index__File_array_read_no_check_04.java,129,CWE-129: Improper Validation of Array Index,60,String stringNumber = readerBuffered.readLine();,SOURCE
testcases/testcase-2168,testcases/testcase-2168/src/main/java/testcases/CWE129_Improper_Validation_of_Array_Index/s02/CWE129_Improper_Validation_of_Array_Index__File_array_read_no_check_05.java,129,CWE-129: Improper Validation of Array Index,60,String stringNumber = readerBuffered.readLine();,SOURCE
testcases/testcase-2168,testcases/testcase-2168/src/main/java/testcases/CWE129_Improper_Validation_of_Array_Index/s02/CWE129_Improper_Validation_of_Array_Index__File_array_read_no_check_05.java,129,CWE-129: Improper Validation of Array Index,130,IO.writeLine(array[data]);,SINK
testcases/testcase-2169,testcases/testcase-2169/src/main/java/testcases/CWE129_Improper_Validation_of_Array_Index/s02/CWE129_Improper_Validation_of_Array_Index__File_array_read_no_check_06.java,129,CWE-129: Improper Validation of Array Index,58,String stringNumber = readerBuffered.readLine();,SOURCE
testcases/testcase-2169,testcases/testcase-2169/src/main/java/testcases/CWE129_Improper_Validation_of_Array_Index/s02/CWE129_Improper_Validation_of_Array_Index__File_array_read_no_check_06.java,129,CWE-129: Improper Validation of Array Index,128,IO.writeLine(array[data]);,SINK
testcases/testcase-2170,testcases/testcase-2170/src/main/java/testcases/CWE129_Improper_Validation_of_Array_Index/s02/CWE129_Improper_Validation_of_Array_Index__File_array_read_no_check_07.java,129,CWE-129: Improper Validation of Array Index,58,String stringNumber = readerBuffered.readLine();,SOURCE
testcases/testcase-2170,testcases/testcase-2170/src/main/java/testcases/CWE129_Improper_Validation_of_Array_Index/s02/CWE129_Improper_Validation_of_Array_Index__File_array_read_no_check_07.java,129,CWE-129: Improper Validation of Array Index,128,IO.writeLine(array[data]);,SINK
testcases/testcase-2171,testcases/testcase-2171/src/main/java/testcases/CWE129_Improper_Validation_of_Array_Index/s02/CWE129_Improper_Validation_of_Array_Index__File_array_read_no_check_08.java,129,CWE-129: Improper Validation of Array Index,66,String stringNumber = readerBuffered.readLine();,SOURCE
testcases/testcase-2171,testcases/testcase-2171/src/main/java/testcases/CWE129_Improper_Validation_of_Array_Index/s02/CWE129_Improper_Validation_of_Array_Index__File_array_read_no_check_08.java,129,CWE-129: Improper Validation of Array Index,136,IO.writeLine(array[data]);,SINK
testcases/testcase-2172,testcases/testcase-2172/src/main/java/testcases/CWE129_Improper_Validation_of_Array_Index/s02/CWE129_Improper_Validation_of_Array_Index__File_array_read_no_check_09.java,129,CWE-129: Improper Validation of Array Index,53,String stringNumber = readerBuffered.readLine();,SOURCE
testcases/testcase-2172,testcases/testcase-2172/src/main/java/testcases/CWE129_Improper_Validation_of_Array_Index/s02/CWE129_Improper_Validation_of_Array_Index__File_array_read_no_check_09.java,129,CWE-129: Improper Validation of Array Index,123,IO.writeLine(array[data]);,SINK
testcases/testcase-2173,testcases/testcase-2173/src/main/java/testcases/CWE129_Improper_Validation_of_Array_Index/s02/CWE129_Improper_Validation_of_Array_Index__File_array_read_no_check_10.java,129,CWE-129: Improper Validation of Array Index,123,IO.writeLine(array[data]);,SINK
testcases/testcase-2173,testcases/testcase-2173/src/main/java/testcases/CWE129_Improper_Validation_of_Array_Index/s02/CWE129_Improper_Validation_of_Array_Index__File_array_read_no_check_10.java,129,CWE-129: Improper Validation of Array Index,53,String stringNumber = readerBuffered.readLine();,SOURCE
testcases/testcase-2174,testcases/testcase-2174/src/main/java/testcases/CWE129_Improper_Validation_of_Array_Index/s02/CWE129_Improper_Validation_of_Array_Index__File_array_read_no_check_11.java,129,CWE-129: Improper Validation of Array Index,53,String stringNumber = readerBuffered.readLine();,SOURCE
testcases/testcase-2174,testcases/testcase-2174/src/main/java/testcases/CWE129_Improper_Validation_of_Array_Index/s02/CWE129_Improper_Validation_of_Array_Index__File_array_read_no_check_11.java,129,CWE-129: Improper Validation of Array Index,123,IO.writeLine(array[data]);,SINK
testcases/testcase-2175,testcases/testcase-2175/src/main/java/testcases/CWE129_Improper_Validation_of_Array_Index/s02/CWE129_Improper_Validation_of_Array_Index__File_array_read_no_check_12.java,129,CWE-129: Improper Validation of Array Index,124,IO.writeLine(array[data]);,SINK
testcases/testcase-2175,testcases/testcase-2175/src/main/java/testcases/CWE129_Improper_Validation_of_Array_Index/s02/CWE129_Improper_Validation_of_Array_Index__File_array_read_no_check_12.java,129,CWE-129: Improper Validation of Array Index,53,String stringNumber = readerBuffered.readLine();,SOURCE
testcases/testcase-2176,testcases/testcase-2176/src/main/java/testcases/CWE129_Improper_Validation_of_Array_Index/s02/CWE129_Improper_Validation_of_Array_Index__File_array_read_no_check_13.java,129,CWE-129: Improper Validation of Array Index,53,String stringNumber = readerBuffered.readLine();,SOURCE
testcases/testcase-2176,testcases/testcase-2176/src/main/java/testcases/CWE129_Improper_Validation_of_Array_Index/s02/CWE129_Improper_Validation_of_Array_Index__File_array_read_no_check_13.java,129,CWE-129: Improper Validation of Array Index,123,IO.writeLine(array[data]);,SINK
testcases/testcase-2177,testcases/testcase-2177/src/main/java/testcases/CWE129_Improper_Validation_of_Array_Index/s02/CWE129_Improper_Validation_of_Array_Index__File_array_read_no_check_14.java,129,CWE-129: Improper Validation of Array Index,123,IO.writeLine(array[data]);,SINK
testcases/testcase-2177,testcases/testcase-2177/src/main/java/testcases/CWE129_Improper_Validation_of_Array_Index/s02/CWE129_Improper_Validation_of_Array_Index__File_array_read_no_check_14.java,129,CWE-129: Improper Validation of Array Index,53,String stringNumber = readerBuffered.readLine();,SOURCE
testcases/testcase-2178,testcases/testcase-2178/src/main/java/testcases/CWE129_Improper_Validation_of_Array_Index/s02/CWE129_Improper_Validation_of_Array_Index__File_array_read_no_check_15.java,129,CWE-129: Improper Validation of Array Index,55,String stringNumber = readerBuffered.readLine();,SOURCE
testcases/testcase-2178,testcases/testcase-2178/src/main/java/testcases/CWE129_Improper_Validation_of_Array_Index/s02/CWE129_Improper_Validation_of_Array_Index__File_array_read_no_check_15.java,129,CWE-129: Improper Validation of Array Index,126,IO.writeLine(array[data]);,SINK
testcases/testcase-2179,testcases/testcase-2179/src/main/java/testcases/CWE129_Improper_Validation_of_Array_Index/s02/CWE129_Improper_Validation_of_Array_Index__File_array_read_no_check_16.java,129,CWE-129: Improper Validation of Array Index,119,IO.writeLine(array[data]);,SINK
testcases/testcase-2179,testcases/testcase-2179/src/main/java/testcases/CWE129_Improper_Validation_of_Array_Index/s02/CWE129_Improper_Validation_of_Array_Index__File_array_read_no_check_16.java,129,CWE-129: Improper Validation of Array Index,54,String stringNumber = readerBuffered.readLine();,SOURCE
testcases/testcase-2180,testcases/testcase-2180/src/main/java/testcases/CWE129_Improper_Validation_of_Array_Index/s02/CWE129_Improper_Validation_of_Array_Index__File_array_read_no_check_17.java,129,CWE-129: Improper Validation of Array Index,60,String stringNumber = readerBuffered.readLine();,SOURCE
testcases/testcase-2180,testcases/testcase-2180/src/main/java/testcases/CWE129_Improper_Validation_of_Array_Index/s02/CWE129_Improper_Validation_of_Array_Index__File_array_read_no_check_17.java,129,CWE-129: Improper Validation of Array Index,123,IO.writeLine(array[data]);,SINK
testcases/testcase-2183,testcases/testcase-2183/src/main/java/testcases/CWE129_Improper_Validation_of_Array_Index/s02/CWE129_Improper_Validation_of_Array_Index__File_array_read_no_check_31.java,129,CWE-129: Improper Validation of Array Index,57,String stringNumber = readerBuffered.readLine();,SOURCE
testcases/testcase-2183,testcases/testcase-2183/src/main/java/testcases/CWE129_Improper_Validation_of_Array_Index/s02/CWE129_Improper_Validation_of_Array_Index__File_array_read_no_check_31.java,129,CWE-129: Improper Validation of Array Index,124,IO.writeLine(array[data]);,SINK
testcases/testcase-2349,testcases/testcase-2349/src/main/java/testcases/CWE129_Improper_Validation_of_Array_Index/s02/CWE129_Improper_Validation_of_Array_Index__getCookies_Servlet_array_read_no_check_01.java,129,CWE-129: Improper Validation of Array Index,40,String stringNumber = cookieSources[0].getValue();,SOURCE
testcases/testcase-2349,testcases/testcase-2349/src/main/java/testcases/CWE129_Improper_Validation_of_Array_Index/s02/CWE129_Improper_Validation_of_Array_Index__getCookies_Servlet_array_read_no_check_01.java,129,CWE-129: Improper Validation of Array Index,56,IO.writeLine(array[data]);,SINK
testcases/testcase-2350,testcases/testcase-2350/src/main/java/testcases/CWE129_Improper_Validation_of_Array_Index/s02/CWE129_Improper_Validation_of_Array_Index__getCookies_Servlet_array_read_no_check_02.java,129,CWE-129: Improper Validation of Array Index,40,String stringNumber = cookieSources[0].getValue();,SOURCE
testcases/testcase-2350,testcases/testcase-2350/src/main/java/testcases/CWE129_Improper_Validation_of_Array_Index/s02/CWE129_Improper_Validation_of_Array_Index__getCookies_Servlet_array_read_no_check_02.java,129,CWE-129: Improper Validation of Array Index,64,IO.writeLine(array[data]);,SINK
testcases/testcase-2351,testcases/testcase-2351/src/main/java/testcases/CWE129_Improper_Validation_of_Array_Index/s02/CWE129_Improper_Validation_of_Array_Index__getCookies_Servlet_array_read_no_check_03.java,129,CWE-129: Improper Validation of Array Index,64,IO.writeLine(array[data]);,SINK
testcases/testcase-2351,testcases/testcase-2351/src/main/java/testcases/CWE129_Improper_Validation_of_Array_Index/s02/CWE129_Improper_Validation_of_Array_Index__getCookies_Servlet_array_read_no_check_03.java,129,CWE-129: Improper Validation of Array Index,40,String stringNumber = cookieSources[0].getValue();,SOURCE
testcases/testcase-2352,testcases/testcase-2352/src/main/java/testcases/CWE129_Improper_Validation_of_Array_Index/s02/CWE129_Improper_Validation_of_Array_Index__getCookies_Servlet_array_read_no_check_04.java,129,CWE-129: Improper Validation of Array Index,71,IO.writeLine(array[data]);,SINK
testcases/testcase-2352,testcases/testcase-2352/src/main/java/testcases/CWE129_Improper_Validation_of_Array_Index/s02/CWE129_Improper_Validation_of_Array_Index__getCookies_Servlet_array_read_no_check_04.java,129,CWE-129: Improper Validation of Array Index,47,String stringNumber = cookieSources[0].getValue();,SOURCE
testcases/testcase-2353,testcases/testcase-2353/src/main/java/testcases/CWE129_Improper_Validation_of_Array_Index/s02/CWE129_Improper_Validation_of_Array_Index__getCookies_Servlet_array_read_no_check_05.java,129,CWE-129: Improper Validation of Array Index,71,IO.writeLine(array[data]);,SINK
testcases/testcase-2353,testcases/testcase-2353/src/main/java/testcases/CWE129_Improper_Validation_of_Array_Index/s02/CWE129_Improper_Validation_of_Array_Index__getCookies_Servlet_array_read_no_check_05.java,129,CWE-129: Improper Validation of Array Index,47,String stringNumber = cookieSources[0].getValue();,SOURCE
testcases/testcase-2354,testcases/testcase-2354/src/main/java/testcases/CWE129_Improper_Validation_of_Array_Index/s02/CWE129_Improper_Validation_of_Array_Index__getCookies_Servlet_array_read_no_check_06.java,129,CWE-129: Improper Validation of Array Index,45,String stringNumber = cookieSources[0].getValue();,SOURCE
testcases/testcase-2354,testcases/testcase-2354/src/main/java/testcases/CWE129_Improper_Validation_of_Array_Index/s02/CWE129_Improper_Validation_of_Array_Index__getCookies_Servlet_array_read_no_check_06.java,129,CWE-129: Improper Validation of Array Index,69,IO.writeLine(array[data]);,SINK
testcases/testcase-2355,testcases/testcase-2355/src/main/java/testcases/CWE129_Improper_Validation_of_Array_Index/s02/CWE129_Improper_Validation_of_Array_Index__getCookies_Servlet_array_read_no_check_07.java,129,CWE-129: Improper Validation of Array Index,69,IO.writeLine(array[data]);,SINK
testcases/testcase-2355,testcases/testcase-2355/src/main/java/testcases/CWE129_Improper_Validation_of_Array_Index/s02/CWE129_Improper_Validation_of_Array_Index__getCookies_Servlet_array_read_no_check_07.java,129,CWE-129: Improper Validation of Array Index,45,String stringNumber = cookieSources[0].getValue();,SOURCE
testcases/testcase-2356,testcases/testcase-2356/src/main/java/testcases/CWE129_Improper_Validation_of_Array_Index/s02/CWE129_Improper_Validation_of_Array_Index__getCookies_Servlet_array_read_no_check_08.java,129,CWE-129: Improper Validation of Array Index,77,IO.writeLine(array[data]);,SINK
testcases/testcase-2356,testcases/testcase-2356/src/main/java/testcases/CWE129_Improper_Validation_of_Array_Index/s02/CWE129_Improper_Validation_of_Array_Index__getCookies_Servlet_array_read_no_check_08.java,129,CWE-129: Improper Validation of Array Index,53,String stringNumber = cookieSources[0].getValue();,SOURCE
testcases/testcase-2357,testcases/testcase-2357/src/main/java/testcases/CWE129_Improper_Validation_of_Array_Index/s02/CWE129_Improper_Validation_of_Array_Index__getCookies_Servlet_array_read_no_check_09.java,129,CWE-129: Improper Validation of Array Index,40,String stringNumber = cookieSources[0].getValue();,SOURCE
